# 	 DM 	 SNR 	 Arrival Time (sec)
1 	 4.31 	 10.94 	 1.1639
2 	 5.93 	 10.47 	 2.5480
3 	 4.31 	 10.02 	 6.8262
4 	 11.86 	 10.15 	 6.9521
5 	 4.85 	 10.18 	 17.1862
6 	 9.16 	 10.72 	 17.2281
7 	 5.39 	 10.66 	 26.0361
8 	 9.16 	 11.84 	 26.0781
9 	 7.01 	 12.13 	 34.0473
10 	 7.55 	 12.30 	 34.9281
11 	 4.31 	 10.32 	 34.8756
12 	 5.39 	 12.18 	 40.8001
13 	 7.01 	 10.93 	 40.8420
14 	 9.16 	 11.51 	 40.8420
15 	 10.78 	 10.44 	 40.8001
16 	 4.31 	 10.09 	 42.7609
17 	 4.85 	 12.76 	 46.0849
18 	 6.47 	 11.75 	 46.8818
19 	 8.09 	 14.63 	 46.8818
20 	 16.17 	 10.12 	 47.0915
21 	 24.26 	 10.22 	 47.1754
22 	 18.33 	 10.02 	 55.6479
23 	 30.19 	 10.80 	 55.8472
24 	 4.31 	 14.10 	 62.5580
25 	 5.39 	 11.22 	 63.9946
26 	 14.02 	 10.20 	 62.8202
27 	 9.70 	 11.18 	 62.6419
28 	 20.48 	 11.90 	 62.8097
29 	 9.16 	 10.81 	 64.0785
30 	 5.39 	 12.41 	 78.8424
31 	 5.39 	 12.78 	 80.8557
32 	 8.09 	 10.79 	 83.7917
33 	 4.85 	 10.44 	 84.2950
34 	 8.09 	 10.63 	 84.3789
35 	 11.86 	 10.59 	 84.3684
36 	 4.85 	 11.90 	 91.9706
37 	 4.85 	 11.24 	 94.2775
38 	 8.62 	 13.57 	 94.3614
39 	 12.40 	 14.79 	 94.4452
40 	 14.02 	 11.71 	 94.4872
41 	 18.33 	 11.19 	 94.5711
42 	 19.94 	 10.36 	 94.6130
43 	 23.72 	 12.04 	 94.6550
44 	 5.39 	 11.23 	 101.6594
45 	 8.09 	 10.24 	 101.7014
46 	 10.78 	 11.48 	 105.8433
47 	 10.78 	 14.32 	 105.8537
48 	 15.63 	 11.93 	 106.0635
49 	 30.73 	 11.46 	 106.2732
50 	 20.48 	 11.85 	 106.0949
51 	 24.80 	 10.27 	 106.0110
52 	 34.50 	 10.03 	 106.2627
53 	 42.05 	 11.08 	 106.4305
54 	 56.06 	 10.25 	 106.5982
55 	 9.70 	 10.15 	 107.0177
56 	 4.31 	 11.57 	 109.0834
57 	 7.55 	 11.29 	 127.0350
58 	 9.16 	 10.92 	 127.0769
59 	 11.32 	 11.65 	 127.0769
