# 	 DM 	 SNR 	 Arrival Time (sec)
1 	 26.41 	 7.35 	 2.8416
2 	 25.87 	 15.16 	 3.5022
3 	 25.87 	 14.46 	 4.2572
4 	 25.87 	 11.33 	 4.9912
5 	 25.87 	 18.41 	 5.6833
6 	 25.87 	 17.21 	 10.6955
7 	 26.41 	 13.34 	 10.6850
8 	 25.87 	 25.10 	 11.3875
9 	 28.03 	 8.77 	 10.6850
10 	 26.95 	 7.19 	 12.8136
11 	 25.87 	 7.01 	 12.1425
12 	 25.87 	 17.30 	 13.5686
13 	 26.41 	 11.01 	 14.2501
14 	 25.87 	 12.41 	 14.9108
15 	 26.41 	 6.12 	 15.7182
16 	 25.87 	 9.26 	 17.0918
17 	 98.11 	 6.01 	 17.8992
18 	 25.87 	 8.38 	 19.2728
19 	 25.87 	 19.77 	 21.2651
20 	 25.87 	 30.38 	 22.1250
21 	 25.87 	 13.09 	 22.7960
22 	 25.87 	 18.58 	 24.2850
23 	 26.41 	 12.60 	 24.2745
24 	 25.87 	 18.76 	 24.9771
25 	 25.87 	 20.69 	 25.6482
26 	 26.41 	 8.59 	 26.4136
27 	 25.87 	 20.63 	 28.5003
28 	 26.41 	 17.23 	 28.5527
29 	 25.87 	 30.02 	 29.2553
30 	 25.87 	 14.68 	 29.9264
31 	 25.87 	 8.25 	 30.6604
32 	 25.87 	 10.09 	 32.1074
33 	 25.87 	 32.40 	 32.7785
34 	 25.87 	 17.59 	 33.5335
35 	 25.87 	 6.35 	 34.2045
36 	 217.78 	 6.01 	 34.1836
37 	 25.87 	 11.72 	 34.9595
38 	 25.87 	 14.07 	 35.7145
39 	 25.87 	 32.82 	 36.3856
40 	 26.41 	 11.87 	 37.1510
41 	 25.87 	 12.43 	 39.2377
42 	 25.87 	 7.34 	 38.5666
43 	 25.87 	 8.64 	 39.9927
44 	 25.87 	 18.68 	 41.4188
45 	 25.87 	 28.66 	 42.0898
46 	 25.87 	 6.18 	 42.8448
47 	 25.87 	 6.63 	 44.2709
48 	 25.87 	 17.58 	 44.9420
49 	 25.87 	 17.56 	 45.6969
50 	 25.87 	 15.34 	 47.1230
51 	 25.87 	 16.36 	 47.7941
52 	 25.87 	 9.94 	 48.5491
53 	 25.87 	 13.57 	 49.9751
54 	 25.87 	 12.06 	 50.6462
55 	 25.87 	 12.14 	 51.4012
56 	 25.87 	 9.31 	 52.0723
57 	 25.87 	 13.62 	 52.8273
58 	 25.87 	 30.01 	 55.0083
59 	 25.87 	 28.33 	 55.6794
60 	 25.87 	 6.41 	 56.3295
61 	 25.87 	 7.77 	 57.8604
62 	 25.87 	 14.80 	 58.5315
63 	 25.87 	 15.43 	 59.2865
64 	 25.87 	 11.13 	 60.7126
65 	 25.87 	 12.56 	 61.3836
66 	 25.87 	 26.07 	 62.1386
67 	 25.87 	 29.30 	 62.8097
68 	 25.87 	 9.69 	 63.5647
69 	 28.57 	 6.93 	 62.8621
70 	 25.87 	 9.08 	 64.2358
71 	 25.87 	 20.08 	 64.9907
72 	 25.87 	 9.31 	 67.0879
73 	 25.87 	 6.84 	 67.7380
74 	 25.87 	 29.21 	 68.5140
75 	 25.87 	 24.68 	 69.2689
76 	 29.65 	 6.80 	 68.6083
77 	 26.95 	 8.29 	 69.9400
78 	 25.87 	 9.06 	 71.4290
79 	 25.87 	 25.10 	 72.7921
80 	 25.87 	 26.06 	 72.1211
81 	 26.41 	 20.66 	 72.8446
82 	 25.87 	 17.13 	 73.5471
83 	 25.87 	 7.19 	 74.3021
84 	 25.87 	 13.46 	 76.3992
85 	 26.95 	 6.69 	 77.1542
86 	 30.19 	 6.01 	 76.3992
87 	 25.87 	 29.80 	 77.8253
88 	 25.87 	 21.38 	 78.5803
89 	 22.64 	 7.17 	 77.8253
90 	 25.87 	 10.70 	 79.2514
91 	 25.87 	 6.32 	 80.6774
92 	 25.87 	 23.63 	 82.8585
93 	 25.87 	 7.62 	 83.5296
94 	 25.87 	 22.99 	 84.9556
95 	 25.87 	 22.31 	 85.7106
96 	 25.87 	 14.23 	 86.3817
97 	 25.87 	 25.44 	 87.0318
98 	 25.87 	 15.09 	 87.8707
99 	 32.34 	 6.24 	 87.1367
100 	 25.87 	 14.63 	 88.5627
101 	 25.87 	 11.19 	 89.2128
102 	 28.03 	 6.61 	 88.5732
103 	 25.87 	 23.09 	 89.9888
104 	 25.87 	 16.62 	 90.6599
105 	 25.87 	 32.30 	 91.4149
106 	 25.87 	 25.26 	 92.0859
107 	 25.87 	 14.51 	 90.7228
108 	 25.87 	 15.59 	 93.5120
109 	 25.87 	 21.71 	 94.2670
110 	 25.87 	 7.69 	 95.6930
111 	 25.87 	 38.47 	 97.0981
112 	 25.87 	 24.37 	 96.4480
113 	 25.87 	 42.21 	 97.1191
114 	 25.87 	 17.11 	 97.8741
115 	 26.41 	 14.38 	 97.8426
116 	 25.87 	 18.15 	 104.2494
117 	 25.87 	 20.46 	 104.9834
